Id_INVAS_COMPLETO,Grupo,Orden filogenetico,familia,Nombre cientifico,Ambiente,Origen,Presencia,Estatus,Ficha,Instrumento legal,Enciclovida 2020,enciclovida_id
5696INVAS,Insectos,12,Apidae,Bombus terrestris,Terrestre,Exótica,Ausente,Invasora,X,Lista oficial invasoras México,,
5697INVAS,Insectos,12,Buprestidae,Agrilus planipennis,Terrestre,Exótica,Ausente,Invasora,,"Lista oficial invasoras México
NOM-016-SEMARNAT-2013",,229941
5698INVAS,Insectos,12,Cerambycidae,Anoplophora glabripennis,Terrestre,Exótica,Ausente,Invasora,,NOM-016-SEMARNAT-2013,,257150
5699INVAS,Insectos,12,Siricidae,Sirex noctilio,Terrestre,Exótica,Ausente,Invasora,X,"Lista oficial invasoras México
NOM-016-SEMARNAT-2013",,229925
5700INVAS,Insectos,12,Dermestidae,Trogoderma granarium,Terrestre,Exótica,Ausente,Invasora,,"NOM-005-FITO-1995; LISTA DE PLAGAS BAJO VIGILANCIA, 2025",,229955
5701INVAS,Insectos,12,Formicidae,Linepithema humile,Terrestre,Exótica,Presente,Invasora,,Lista oficial invasoras México,,98968
5702INVAS,Insectos,12,Formicidae,Solenopsis invicta,Terrestre,Exótica,Presente,Invasora,,Lista oficial invasoras México,,125865
5703INVAS,Insectos,12,Pseudococcidae,Hypogeococcus festerianus,Terrestre,Exótica,Ausente,Invasora,X,Lista oficial invasoras México,,229943
5704INVAS,Insectos,12,Pyralidae,Cactoblastis cactorum,Terrestre,Exótica,Ausente (erradicada),Invasora,X,"Acuerdo EEI SEMARNAT, Plagas bajo vigilancia Senasica 2025",,229940
5705INVAS,Mamíferos,20,Bovidae,Capra hircus,Terrestre,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,37107
5706INVAS,Mamíferos,20,Bovidae,Capra ibex,Terrestre,Exótica,Presente,,,,,37109
5707INVAS,Mamíferos,20,Bovidae,Capra nubiana,Terrestre,Exótica,Se desconoce,,,,,
5708INVAS,Mamíferos,20,Bovidae,Ovis aries,Terrestre,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,37085
5709INVAS,Mamíferos,20,Suidae,Sus scrofa,Terrestre,Exótica,Presente,Invasora,,Lista oficial invasoras México,,37136
5710INVAS,Mamíferos,20,Canidae,Canis familiaris,Terrestre,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,230527
5711INVAS,Mamíferos,20,Felidae,Felis catus,Terrestre,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,37094
5714INVAS,Mamíferos,20,Leporidae,Oryctolagus cuniculus,Terrestre,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,37099
5715INVAS,Mamíferos,20,Equidae,Equus asinus,Terrestre,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,37086
5716INVAS,Mamíferos,20,Equidae,Equus caballus,Terrestre,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,37091
5717INVAS,Mamíferos,20,Myocastoridae,Myocastor coypus,Dulceacuícola,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,37360
5718INVAS,Mamíferos,20,Muridae,Mus musculus,Terrestre,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,37117
5719INVAS,Mamíferos,20,Muridae,Rattus norvegicus,Terrestre,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,37120
5720INVAS,Mamíferos,20,Muridae,Rattus rattus,Terrestre,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,37128
5721INVAS,Moluscos,13,Thiaridae,Melanoides tuberculata,Dulceacuícola,Exótica,Presente,Invasora,,Lista oficial invasoras México,,54886
5722INVAS,Otros invertebrados,12,Bugulidae,Bugulina angustiloba,Marino,Exótica,Ausente,Invasora,X,Lista oficial invasoras México,,213596
5723INVAS,Otros invertebrados,12,Bugulidae,Bugula neritina,Marino,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,48141
5724INVAS,Otros invertebrados,12,Cryptosulidae,Cryptosula pallasiana,Marino,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,48155
5725INVAS,Otros invertebrados,12,Schizoporellidae,Schizoporella unicornis,Marino,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,48156
5726INVAS,Otros invertebrados,12,Vesiculariidae,Amathia distans,Marino,Criptogénica,Presente,Invasora,X,Lista oficial invasoras México,,48111
5727INVAS,Otros invertebrados,7,Obeliidae,Obelia dichotoma,Marino,Criptogénica,Presente,Invasora,X,,,50153
5728INVAS,Otros invertebrados,7,Mastigiidae,Phyllorhiza punctata,Salobre,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,48159
5729INVAS,Otros invertebrados,7,Cordylophoridae,Cordylophora caspia,Salobre,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,48157
5730INVAS,Otros invertebrados,7,Plumulariidae,Plumularia setacea,Marino,Exótica,Ausente,Invasora,X,Lista oficial invasoras México,,213516
5731INVAS,Otros invertebrados,7,Tubulariidae,Ectopleura crocea,Marino,Exótica,Ausente,Invasora,X,Lista oficial invasoras México,,213601
5732INVAS,Otros invertebrados,10,Sabellidae,Branchiomma curtum,Marino,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,48150
5733INVAS,Otros invertebrados,10,Serpulidae,Ficopomatus enigmaticus,Marino,Exótica,Ausente,Invasora,X,Lista oficial invasoras México,,48147
5734INVAS,Otros invertebrados,10,Serpulidae,Ficopomatus miamiensis,Marino,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,49668
5735INVAS,Otros invertebrados,10,Serpulidae,Hydroides elegans,Marino,Criptogénica,Presente,Invasora,X,Lista oficial invasoras México,,48146
5736INVAS,Otros invertebrados,10,Serpulidae,Hydroides sanctaecrucis,Marino,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,49696
5737INVAS,Otros invertebrados,10,Spionidae,Prionospio malmgreni,Marino,Criptogénica,Presente,Invasora,X,Lista oficial invasoras México,,47775
5738INVAS,Otros invertebrados,10,Spionidae,Pseudopolydora kempi,Marino,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,48153
5739INVAS,Otros invertebrados,10,Spionidae,Pseudopolydora paucibranchiata,Marino,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,48152
5740INVAS,Otros invertebrados,10,Syllidae,Salvatoria clavata,Marino,Criptogénica,Presente,Invasora,X,Lista oficial invasoras México,,49562
5741INVAS,Otros invertebrados,10,Syllidae,Exogone verugera,Marino,Criptogénica,Se desconoce,Invasora,X,,,49881
5742INVAS,Otros invertebrados,15,Cionidae,Ciona intestinalis,Marino,Exótica,Presente,,,,,55832
5743INVAS,Otros invertebrados,15,Molgulidae,Bostrichobranchus pilularis,Marino,Exótica,Presente,,,,,213503
5744INVAS,Otros invertebrados,15,Molgulidae,Molgula manhattensis,Marino,Exótica,Ausente,,,,,290593
5745INVAS,Otros invertebrados,15,Perophoridae,Perophora japonica,Marino,Exótica,Ausente,,,,,55835
5746INVAS,Otros invertebrados,15,Styelidae,Botryllus schlosseri,Marino,Exótica,Presente,,,,,55831
5747INVAS,Otros invertebrados,15,Styelidae,Polyandrocarpa zorritensis,Marino,Exótica,Se desconoce,,,,,
5748INVAS,Otros invertebrados,15,Styelidae,Styela plicata,Marino,Exótica,Presente,,,,,290590
5750INVAS,Peces,16,Atherinopsidae,Membras martinica,Marino,Nativa,Presente,Invasora,X,Lista oficial invasoras México,,29660
5751INVAS,Peces,16,Atherinopsidae,Menidia beryllina,Dulceacuícola,Nativa,Presente,Invasora,X,Lista oficial invasoras México,,29666
5752INVAS,Peces,16,Acestrorhamphidae,Psalidodon fasciatus,Dulceacuícola,Nativa,Presente,Invasora,X,,,
5753INVAS,Peces,16,Serrasalmidae,Colossoma macropomum,Dulceacuícola,Exótica,Presente,Invasora,X,,,37364
5754INVAS,Peces,16,Centrarchidae,Ambloplites rupestris,Dulceacuícola,Exótica,Presente,Invasora,X,,,37134
5755INVAS,Peces,16,Centrarchidae,Lepomis gulosus,Dulceacuícola,Exótica,Presente,Invasora,X,,,37105
5756INVAS,Peces,16,Centrarchidae,Lepomis auritus,Dulceacuícola,Exótica,Presente,Invasora,X,,,252168
5757INVAS,Anfibios,17,Ranidae,Aquarana catesbeiana,Terrestre-Acuático,Nativa,Presente,Invasora,X,Lista oficial invasoras México,,285182
5758INVAS,Aves,19,Ardeidae,Ardea ibis,Terrestre,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,288935
5759INVAS,Aves,19,Columbidae,Columba livia,Terrestre,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,35820
5760INVAS,Aves,19,Columbidae,Streptopelia decaocto,Terrestre,Exótica,Presente,Invasora,,Lista oficial invasoras México,,35840
5761INVAS,Aves,19,Passeridae,Passer domesticus,Terrestre,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,36247
5762INVAS,Aves,19,Psittacidae,Myiopsitta monachus,Terrestre,Exótica,Presente,Invasora,,Lista oficial invasoras México,,37116
5763INVAS,Aves,19,Sturnidae,Sturnus vulgaris,Terrestre,Exótica,Presente,Invasora,,Lista oficial invasoras México,,36268
5764INVAS,Aves,19,Icteridae,Molothrus bonariensis,Terrestre,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,36146
5765INVAS,Virus y bacterias,3,Vibrionaceae,Vibrio cholerae,Dulceacuícola,Exótica,Presente,,,,,
5766INVAS,Crustáceos,12,Ampeliscidae,Ampelisca abdita,Marino,Exótica,Presente,,,,,60693
5767INVAS,Crustáceos,12,Palaemonidae,Macrobrachium rosenbergii,Dulceacuícola,Exótica,Presente,,,,,59801
5768INVAS,Peces,16,Loricariidae,Pterygoplichthys multiradiatus,Dulceacuícola,Exótica,Presente,Invasora,X,,,30932
5772INVAS,Plantas,4,Fabaceae,Senna siamea,Terrestre,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,188419
5774INVAS,Plantas,4,Fabaceae,Delonix regia,Terrestre,Exótica,Presente,,,,,188126
5776INVAS,Plantas,4,Fabaceae,Tamarindus indica,Terrestre,Exótica,Presente,,,,,186829
5777INVAS,Plantas,4,Poaceae,Hyperthelia dissoluta,Terrestre,Exótica,Presente,,,,,174263
5779INVAS,Plantas,4,Poaceae,Imperata cylindrica,Terrestre,Exótica,Presente,Invasora,,NOM-043-FITO-1999,,174096
5780INVAS,Plantas,4,Poaceae,Ischaemum rugosum,Terrestre,Exótica,Presente,Invasora,,NOM-043-FITO-1999,,177702
5781INVAS,Plantas,4,Poaceae,Lamarckia aurea,Terrestre,Exótica,Presente,,,,,173140
5782INVAS,Plantas,4,Poaceae,Leptochloa chinensis,Terrestre,Exótica,Ausente,Invasora,,NOM-043-FITO-1999,,201454
5784INVAS,Plantas,4,Poaceae,Lolium perenne,Terrestre,Exótica,Presente,,,,,176929
5785INVAS,Peces,16,Loricariidae,Pterygoplichthys pardalis,Dulceacuícola,Exótica,Presente,Invasora,,,,37123
5786INVAS,Peces,16,Moronidae,Morone chrysops,Dulceacuícola,Exótica,Presente,Invasora,X,,,37101
5787INVAS,Peces,16,Moronidae,Morone saxatilis,Dulceacuícola,Exótica,Presente,Invasora,X,,,37135
5788INVAS,Peces,16,Poeciliidae,Pseudoxiphophorus bimaculatus,Dulceacuícola,Nativa,Presente,Invasora,X,,,232883
5789INVAS,Peces,16,Poeciliidae,Poecilia reticulata,Dulceacuícola,Exótica,Presente,Invasora,,,,30087
5790INVAS,Peces,16,Poeciliidae,Poeciliopsis gracilis,Dulceacuícola,Nativa,Presente,Invasora,X,,,30095
5791INVAS,Peces,16,Poeciliidae,Xiphophorus hellerii,Dulceacuícola,Nativa,Presente,Invasora,,,,30779
5792INVAS,Peces,16,Ictaluridae,Ameiurus nebulosus,Dulceacuícola,Exótica,Presente,Invasora,X,,,294951
5793INVAS,Peces,16,Ictaluridae,Ictalurus punctatus,Dulceacuícola,Nativa,Presente,Invasora,X,,,29443
5794INVAS,Peces,16,Ictaluridae,Pylodictis olivaris,Dulceacuícola,Nativa,Presente,Invasora,X,,,30225
5795INVAS,Peces,16,Loricariidae,Pterygoplichthys disjunctivus,Dulceacuícola,Exótica,Presente,Invasora,,,,30931
5796INVAS,Plantas,4,Aizoaceae,Mesembryanthemum crystallinum,Terrestre,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,199337
5799INVAS,Plantas,4,Brassicaceae,Lepidium latifolium,Terrestre,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,201366
5801INVAS,Plantas,4,Brassicaceae,Lobularia maritima,Terrestre,Exótica,Presente,,,,,169126
5802INVAS,Plantas,4,Brassicaceae,Matthiola incana,Terrestre,Exótica,Presente,,,,,163316
5803INVAS,Plantas,4,Brassicaceae,Neslia paniculata,Terrestre,Exótica,Ausente,Invasora,,NOM-043-FITO-1999,,279434
5804INVAS,Plantas,4,Brassicaceae,Raphanus raphanistrum,Terrestre,Exótica,Presente,,,,,163326
5805INVAS,Plantas,4,Brassicaceae,Rapistrum rugosum,Terrestre,Exótica,Presente,,,,,200708
5807INVAS,Plantas,4,Brassicaceae,Sinapis alba,Terrestre,Exótica,Presente,,,,,201362
5808INVAS,Plantas,4,Brassicaceae,Sisymbrium altissimum,Terrestre,Exótica,Presente,,,,,163337
5809INVAS,Plantas,4,Brassicaceae,Sisymbrium irio,Terrestre,Exótica,Presente,,,,,163339
5810INVAS,Plantas,4,Brassicaceae,Sisymbrium officinale,Terrestre,Exótica,Presente,,,,,199945
5811INVAS,Plantas,4,Brassicaceae,Sisymbrium orientale,Terrestre,Exótica,Presente,,,,,199946
5812INVAS,Plantas,4,Brassicaceae,Thlaspi arvense,Terrestre,Exótica,Presente,Invasora,,NOM-043-FITO-1999,,201336
5813INVAS,Plantas,4,Convolvulaceae,Calystegia sepium,Terrestre,Exótica,Presente,Invasora,,NOM-043-FITO-1999,,163627
5814INVAS,Plantas,4,Convolvulaceae,Ipomoea aquatica,Dulceacuícola,Exótica,Presente,Invasora,X,,,201438
5821INVAS,Plantas,4,Cucurbitaceae,Cucumis anguria,Terrestre,Exótica,Presente,,,,,154018
5822INVAS,Plantas,4,Cucurbitaceae,Cucumis dipsaceus,Terrestre,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,154019
5823INVAS,Plantas,4,Cucurbitaceae,Cucumis melo,Terrestre,Exótica,Presente,,,,,154020
5824INVAS,Plantas,4,Cucurbitaceae,Cucumis sativus,Terrestre,Exótica,Presente,,,,,154248
5827INVAS,Plantas,4,Cucurbitaceae,Lagenaria siceraria,Terrestre,Exótica,Presente,Invasora,X,,,154194
5828INVAS,Plantas,4,Cucurbitaceae,Luffa cylindrica,Terrestre,Exótica,Presente,,,,,154200
5829INVAS,Plantas,4,Cucurbitaceae,Momordica charantia,Terrestre,Exótica,Presente,Invasora,X,,,154072
5832INVAS,Plantas,4,Chenopodiaceae,Atriplex patula,Terrestre,Exótica,Presente,,,,,201307
5833INVAS,Plantas,4,Chenopodiaceae,Atriplex rosea,Terrestre,Exótica,Presente,,,,,172113
5834INVAS,Plantas,4,Chenopodiaceae,Atriplex semibaccata,Terrestre,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,172114
5835INVAS,Plantas,4,Chenopodiaceae,Atriplex suberecta,Terrestre,Exótica,Presente,,,,,172116
5836INVAS,Plantas,4,Chenopodiaceae,Bassia hyssopifolia,Terrestre,Exótica,Presente,,,,,172122
5837INVAS,Plantas,4,Chenopodiaceae,Beta vulgaris,Terrestre,Exótica,Presente,,,,,172123
5838INVAS,Plantas,4,Chenopodiaceae,Chenopodium album,Terrestre,Exótica,Presente,,,,,172124
5839INVAS,Plantas,4,Chenopodiaceae,Chenopodium glaucum,Terrestre,Exótica,Presente,,,,,172134
5840INVAS,Plantas,4,Chenopodiaceae,Chenopodium murale,Terrestre,Exótica,Presente,,,,,169047
5842INVAS,Plantas,4,Chenopodiaceae,Bassia scoparia,Terrestre,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,200412
5843INVAS,Plantas,4,Chenopodiaceae,Salsola kali,Terrestre,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,172149
5844INVAS,Plantas,4,Chenopodiaceae,Salsola vermiculata,Terrestre,Exótica,Ausente,Invasora,X,"Lista oficial invasoras México
NOM-043-FITO-1999",,201460
5845INVAS,Plantas,4,Elaeagnaceae,Elaeagnus angustifolia,Terrestre,Exótica,Presente,,,,,201384
5846INVAS,Plantas,4,Euphorbiaceae,Acalypha hispida,Terrestre,Exótica,Presente,,,,,193748
5850INVAS,Plantas,4,Asteraceae,Anthemis cotula,Terrestre,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,180276
5851INVAS,Plantas,4,Asteraceae,Artemisia absinthium,Terrestre,Exótica,Presente,,,,,179016
5852INVAS,Plantas,4,Asteraceae,Artemisia dracunculus,Terrestre,Exótica,Presente,,,,,180568
5857INVAS,Plantas,4,Asteraceae,Bellis perennis,Terrestre,Exótica,Presente,,,,,183279
5859INVAS,Plantas,4,Asteraceae,Rhaponticum repens,Terrestre,Exótica,Presente,,,,,201370
5860INVAS,Plantas,4,Asteraceae,Centaurea solstitialis,Terrestre,Exótica,Presente,Invasora,,,,184413
5861INVAS,Plantas,4,Asteraceae,Cichorium intybus,Terrestre,Exótica,Presente,,,,,181645
5863INVAS,Plantas,4,Asteraceae,Cirsium vulgare,Terrestre,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,200460
5866INVAS,Plantas,4,Asteraceae,Cotula australis,Terrestre,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,179493
5867INVAS,Plantas,4,Asteraceae,Youngia japonica,Terrestre,Exótica,Presente,,,,,181693
5871INVAS,Plantas,4,Tamaricaceae,Tamarix hohenackeri,Terrestre,Exótica,Presente,Invasora,X,,,202298
5873INVAS,Plantas,4,Boraginaceae,Cryptantha setosissima,Terrestre,Exótica,Presente,,,,,230074
5874INVAS,Plantas,4,Boraginaceae,Echium vulgare,Terrestre,Exótica,Se desconoce,Invasora,,NOM-043-FITO-1999,,
5876INVAS,Plantas,4,Boraginaceae,Buglossoides arvensis,Terrestre,Exótica,Presente,Invasora,,NOM-043-FITO-1999,,201477
5878INVAS,Plantas,4,Brassicaceae,Brassica tournefortii,Terrestre,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,199089
5879INVAS,Plantas,4,Brassicaceae,Hirschfeldia incana,Terrestre,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,200704
5884INVAS,Plantas,4,Balsaminaceae,Impatiens glandulifera,Terrestre,Exótica,Ausente,,,,,279402
5885INVAS,Plantas,4,Santalaceae,Comandra umbellata pallida,Terrestre,Exótica,Presente,,,,,
5888INVAS,Plantas,4,Plantaginaceae,Linaria vulgaris,Terrestre,Exótica,Presente,Invasora,X,NOM-043-FITO-1999,,153729
5891INVAS,Plantas,4,Orobanchaceae,Striga angustifolia,Terrestre,Exótica,Presente,Invasora,,NOM-043-FITO-1999,,230086
5893INVAS,Plantas,4,Solanaceae,Lycium ferocissimum,Terrestre,Exótica,Ausente,Invasora,,NOM-043-FITO-1999,,201442
5896INVAS,Plantas,4,Solanaceae,Solanum carolinense,Terrestre,Nativa,Presente,Invasora,,NOM-043-FITO-1999,,230087
5900INVAS,Plantas,4,Solanaceae,Solanum ptychanthum,Terrestre,Exótica,Presente,Invasora,,NOM-043-FITO-1999,,201471
5902INVAS,Plantas,4,Solanaceae,Solanum viarum,Terrestre,Exótica,Presente,Invasora,,NOM-043-FITO-1999,,201372
5903INVAS,Plantas,4,Tamaricaceae,Tamarix ramosissima,Terrestre,Exótica,Presente,Invasora,,,,200405
5904INVAS,Plantas,4,Tamaricaceae,Tamarix aphylla,Terrestre,Exótica,Presente,Invasora,,,,200402
5910INVAS,Crustáceos,12,Parastacidae,Cherax,Dulceacuícola,Exótica,Presente,Invasora,,,,59127
5912INVAS,Moluscos,13,Helicidae,Cornu aspersum,Terrestre,Exótica,Presente,Invasora,,,,213576
5917INVAS,Plantas,4,Nitrariaceae,Peganum harmala,Terrestre,Exótica,Presente,,,,,201339
5918INVAS,Plantas,4,Equisetaceae,Equisetum arvense,Terrestre,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,
5922INVAS,Plantas,4,Araceae,Pistia stratiotes,Terrestre,Nativa,Presente,Invasora,X,Lista oficial invasoras México,,159985
5923INVAS,Plantas,4,Commelinaceae,Commelina benghalensis,Terrestre,Exótica,Presente,Invasora,,"Lista oficial invasoras México
NOM-043-FITO-1999",,201164
5924INVAS,Plantas,4,Cyperaceae,Cyperus alternifolius,Terrestre,Exótica,Presente,,,,,189004
5925INVAS,Plantas,4,Cyperaceae,Cyperus difformis,Terrestre,Exótica,Presente,,,,,189335
5926INVAS,Plantas,4,Cyperaceae,Cyperus esculentus,Terrestre,Exótica,Presente,Invasora,X,,,189416
5927INVAS,Plantas,4,Cyperaceae,Cyperus involucratus,Terrestre,Exótica,Presente,,,,,189626
5928INVAS,Plantas,4,Cyperaceae,Cyperus iria,Terrestre,Exótica,Presente,,,,,189627
5930INVAS,Plantas,4,Cyperaceae,Cyperus oxylepis,Terrestre,Exótica,Presente,,,,,189937
5931INVAS,Plantas,4,Cyperaceae,Cyperus rotundus,Terrestre,Exótica,Presente,,,,,190145
5932INVAS,Plantas,4,Hydrocharitaceae,Hydrilla verticillata,Dulceacuícola,Exótica,Presente,Invasora,,,,158445
5933INVAS,Plantas,4,Hydrocharitaceae,Lagarosiphon major,Dulceacuícola,Exótica,Ausente,,,,,279404
5935INVAS,Plantas,4,Myrtaceae,Melaleuca quinquenervia,Terrestre,Exótica,Presente,Invasora,,"Lista oficial invasoras México
NOM-043-FITO-1999",,201468
5936INVAS,Plantas,4,Poaceae,Aegilops cylindrica,Terrestre,Exótica,Presente,Invasora,,"Lista oficial invasoras México
NOM-043-FITO-1999",,174100
5937INVAS,Plantas,4,Poaceae,Thinopyrum pycnanthum,Terrestre,Exótica,Presente,,,,,202359
5938INVAS,Plantas,4,Poaceae,Elymus repens,Terrestre,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,177523
5939INVAS,Plantas,4,Poaceae,Poa nemoralis,Terrestre,Exótica,Presente,,,,,176474
5940INVAS,Plantas,4,Poaceae,Agrostis stolonifera,Terrestre,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,178196
5941INVAS,Plantas,4,Poaceae,Anthoxanthum aristatum,Terrestre,Exótica,Ausente,Invasora,X,"Lista oficial invasoras México
NOM-043-FITO-1999",,201353
5942INVAS,Plantas,4,Poaceae,Anthoxanthum odoratum,Terrestre,Exótica,Presente,Invasora,X,"Lista oficial invasoras México
NOM-043-FITO-1999",,176608
5944INVAS,Plantas,4,Poaceae,Briza minor,Terrestre,Exótica,Presente,,,,,176247
5946INVAS,Plantas,4,Poaceae,Bromus catharticus,Terrestre,Exótica,Presente,Invasora,X,,,173666
5947INVAS,Plantas,4,Poaceae,Bromus diandrus,Terrestre,Exótica,Presente,Invasora,X,,,174205
5948INVAS,Plantas,4,Poaceae,Bromus inermis,Terrestre,Exótica,Presente,,,,,175406
5949INVAS,Plantas,4,Poaceae,Bromus japonicus,Terrestre,Exótica,Presente,,,,,175514
5950INVAS,Plantas,4,Poaceae,Bromus madritensis,Terrestre,Exótica,Presente,,,,,175986
5951INVAS,Plantas,4,Poaceae,Bromus hordeaceus,Terrestre,Exótica,Presente,,,,,175281
5954INVAS,Plantas,4,Fabaceae,Bauhinia variegata,Terrestre,Exótica,Presente,,,,,188780
5955INVAS,Plantas,4,Fabaceae,Senna didymobotrya,Terrestre,Exótica,Presente,,,,,193650
5956INVAS,Plantas,4,Fabaceae,Cassia fistula,Terrestre,Exótica,Presente,,,,,186370
5959INVAS,Plantas,4,Fabaceae,Cassia javanica,Terrestre,Exótica,Presente,,X,,,193849
5960INVAS,Plantas,4,Caryophyllaceae,Agrostemma githago,Terrestre,Exótica,Presente,Invasora,,"Lista oficial invasoras México
NOM-043-FITO-1999",,201470
5962INVAS,Plantas,4,Caryophyllaceae,Herniaria cinerea,Terrestre,Exótica,Presente,,,,,199971
5963INVAS,Plantas,4,Caryophyllaceae,Polycarpon tetraphyllum,Terrestre,Exótica,Presente,,,,,168990
5964INVAS,Plantas,4,Caryophyllaceae,Saponaria officinalis,Terrestre,Exótica,Presente,,,,,169000
5965INVAS,Plantas,4,Caryophyllaceae,Scleranthus annuus,Terrestre,Exótica,Presente,,,,,200714
5967INVAS,Plantas,4,Caryophyllaceae,Silene gallica,Terrestre,Exótica,Presente,,,,,168998
5968INVAS,Plantas,4,Caryophyllaceae,Silene noctiflora,Terrestre,Exótica,Presente,Invasora,,NOM-043-FITO-1999,,201331
5969INVAS,Plantas,4,Caryophyllaceae,Spergula arvensis,Terrestre,Exótica,Presente,,,,,168984
5970INVAS,Plantas,4,Caryophyllaceae,Spergularia villosa,Terrestre,Exótica,Presente,,,,,201727
5971INVAS,Plantas,4,Caryophyllaceae,Stellaria graminea,Terrestre,Exótica,Presente,,,,,199975
5972INVAS,Plantas,4,Caryophyllaceae,Stellaria media,Terrestre,Exótica,Presente,,,,,168966
5973INVAS,Plantas,4,Caryophyllaceae,Stellaria nemorum,Terrestre,Exótica,Presente,,,,,168967
5974INVAS,Plantas,4,Caryophyllaceae,Vaccaria hispanica,Terrestre,Exótica,Ausente,Invasora,X,"Lista oficial invasoras México
NOM-043-FITO-1999",,201462
5975INVAS,Plantas,4,Casuarinaceae,Casuarina cunninghamiana,Terrestre,Exótica,Presente,Invasora,X,,,193745
5976INVAS,Plantas,4,Casuarinaceae,Casuarina equisetifolia,Terrestre,Exótica,Presente,Invasora,X,,,193746
5977INVAS,Peces,16,Cyprinidae,Pethia conchonius,Dulceacuícola,Exótica,Presente,Invasora,,,,37097
5978INVAS,Plantas,4,Brassicaceae,Brassica juncea,Terrestre,Exótica,Presente,,,,,169104
5979INVAS,Plantas,4,Brassicaceae,Sinapis arvensis,Terrestre,Exótica,Presente,,,,,201313
5980INVAS,Plantas,4,Brassicaceae,Brassica napus,Terrestre,Exótica,Presente,,,,,169105
5981INVAS,Plantas,4,Brassicaceae,Rhamphospermum nigrum,Terrestre,Exótica,Presente,,,,,285184
5982INVAS,Plantas,4,Brassicaceae,Cakile maritima,Terrestre,Exótica,Presente,,,,,169101
5983INVAS,Plantas,4,Brassicaceae,Camelina sativa,Terrestre,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,202302
5984INVAS,Plantas,4,Brassicaceae,Capsella bursa-pastoris,Terrestre,Exótica,Presente,,,,,163280
5985INVAS,Plantas,4,Brassicaceae,Cardamine hirsuta,Terrestre,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,199928
5986INVAS,Plantas,4,Brassicaceae,Conringia orientalis,Terrestre,Exótica,Presente,Invasora,,NOM-043-FITO-1999,,163283
5988INVAS,Plantas,4,Euphorbiaceae,Euphorbia esula,Terrestre,Exótica,Presente,Invasora,X,"Lista oficial invasoras México
NOM-043-FITO-1999",,229910
5993INVAS,Plantas,4,Euphorbiaceae,Euphorbia lathyris,Terrestre,Exótica,Presente,,,,,149777
5994INVAS,Plantas,4,Euphorbiaceae,Euphorbia peplus,Terrestre,Exótica,Presente,,,,,149780
5996INVAS,Plantas,4,Euphorbiaceae,Euphorbia terracina,Terrestre,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,149824
5997INVAS,Plantas,4,Euphorbiaceae,Hevea brasiliensis,Terrestre,Exótica,Presente,Invasora,X,,,148596
5998INVAS,Plantas,4,Euphorbiaceae,Manihot esculenta,Terrestre,Exótica,Presente,,,,,148604
5999INVAS,Plantas,4,Phyllanthaceae,Phyllanthus acidus,Terrestre,Exótica,Presente,,,,,149431
6000INVAS,Plantas,4,Euphorbiaceae,Ricinus communis,Terrestre,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,148589
