Grupo,Familia,Nombre científico,Sinónimos,Nombre común,Ambiente,Distribución Nativa,Distribución Invasora,Origen,Presencia,Estatus,Regulada por otros instrumentos,Ficha,enciclovida_id
Peces,Channidae,Channa marulius,,cabeza de serpiente,Dulceacuícola,"Asia, de India a China, sur de Tailandia, Laos, Camboya, Pakistán (Mendoza-Alfaro et al., 2010)","Estados Unidos (Mendoza-Alfaro et al., 2010)",Exótica,Ausente,Invasora,,x,
Plantas,,Gamochaeta coarctata,,,Terrestre,"Sudamérica (Villaseñor et al., 2012).","Aunque no ha sido documentada su presencia en México, la especie es una maleza prácticamente cosmopolita, que seguramente ya está presente en el país (Villaseñor et al., 2012).",Exótica,Presente,,,,230079
Plantas,,Gastridium phleoides,,,Terrestre,,,Exótica,Presente,,,,201712
Plantas,,Gastridium ventricosum,,,Terrestre,"Portugal, España, Argelia, Egipto, Libia, Marruecos, Etiopia, Sudan, Kenia, Omán, Yemen, Chipre, irán, Iraq, Israel, Líbano, Turquía, Grecia, Italia, Macedonia, Francia (USDA, ARS 2005).",,Exótica,Presente,,,,178748
Plantas,,Gazania linearis,,,Terrestre,"África (Villaseñor et al., 2012).","África, Norteamérica, Distrito Federal, México, Morelos  (Villaseñor et al., 2012).",Exótica,Presente,,,,201301
Plantas,,Geranium dissectum,,,Terrestre,"Portugal, España, Norte de África, Afganistán, Chipre, irán, Irak, Israel, Jordania, Líbano, Siria, Turquía, Armenia, Georgia, Federación Rusa, Estonia, Latvia, Moldava, Ucrania, Albania, Bulgaria, Croacia, Grecia, Italia, Romania, Serbia, Eslovenia, Francia (USDA, ARS 2015)",,Exótica,Por confirmar,Invasora,Acuerdo especies exóticas SEMARNAT,x,201436
Plantas,,Geranium molle,,Geranio de los caminos,Terrestre,"Viejo mundo (Villaseñor & Espinosa-García, 2004)","Baja California (Villaseñor & Espinosa-García, 2004)",Exótica,Presente,,,,201304
Plantas,,Glandularia aristigera,Glandularia tenuisecta,,Terrestre,"Sudámerica (Espinosa-García et al., 2009)","Sonora (Espinosa-García et al., 2009)",Exótica,Presente,,,,201350
Plantas,,Glaucium corniculatum,Glaucium corniculatum (L.) Rudolph Fl. Jen. 13. 1781. (Fl. Jen.),Amapola loca,Terrestre,"Eurasia (Espinosa-García et al., 2009)","Sonora Espinosa-García et al., 2009",Exótica,Presente,,,,230092
Plantas,,Glaucium corniculatum var. corniculatum,,,Terrestre,"España. Argelia, Egipto, Libia.. Marruecos, Túnez, Arabia Saudita, Chipre, irán, Israel, Líbano. Siria, Turquía, Armenia, Georgia, Federación Rusa, Austria, Hungría, Italia, Rumania, Francia, Portugal (USDA, ARS 2005).",,Exótica,,,,,
Plantas,,Gleditsia triacanthos,,Acacia de tres espinas,Terrestre,"Canadá, Estados Unidos (USDA, ARS 2005).","Tamaulipas, Nuevo León (Estrada-Castillón et al., 2002)",Exótica,Presente,,,,188684
Plantas,,Glyceria fluitans,,,Dulceacuícola; Terrestre,"África, Asia, Europa (USDA, ARS 2015)","Canadá, Estados Unidos, México (Durango, Guanajuato, Hidalgo, Estado de México, Michoacán, Queretáro, San Luis Potosí), Sudamérica (Dávila-Aranda et al., 2006)",Exótica,Presente,,,,174737
Plantas,,Gomphrena globosa,,,Terrestre,"Sudamérica (Villaseñor & Espinosa-García, 2004)","México (Hidalgo) (Villaseñor & Espinosa-García, 2004), Polinesia Francesa Fiji, Tonga, Samoa Americana, Palau, Filipinas (PIER, 2002)",Exótica,Presente,,,,168289
Plantas,,Gomphrena sonorae,,,Terrestre,,,Exótica,Presente,,,,171737
Plantas,,Guadua angustifolia,,,Terrestre,"Venezuela, Colombia, Ecuador (USDA, ARS 2015)","Tabasco y Veracruz (Sánchez-Ken et al., 2012)",Exótica,Presente,,,,172908
Plantas,,Guizotia abyssinica,,,Terrestre,"Etiopía, Sudáfrica, Japón, India, Croacia, Italia, Eslovenia, España (GRIN-Global, 2016)","África, Asia, Centroamérica, Norteamérica, México (Distrito Federal, Oaxaca) (Villaseñor & Espinosa-García, 2004; Villaseñor et al., 2012)",Exótica,Presente,Invasora,Acuerdo especies exóticas SEMARNAT,x,201322
Plantas,,Gynura aurantiaca,,,Terrestre,"Asia (Villaseñor et al., 2012).","Aguascalientes (Villaseñor & Espinosa-García, 2004), Chiapas, Veracruz (Villaseñor et al., 2012).",Exótica,Presente,,,,179456
Plantas,,Hainardia cylindrica,Lepturus cylindrica,,Terrestre,"Portugal, España, Argelia, Libia, Marruecos, Túnez, Chipre, Iraq, Israel, Líbano, Siria, Turquía, Azerbaiyán, Republica Checa, Eslovaquia, Ucrania, Albania, Bulgaria, Croacia, Grecia, Italia, Eslovenia, Francia (USDA, ARS 2005).",,Exótica,Presente,,,,174099
Plantas,,Hedera helix,,"Hiedra, English ivy",Terrestre,"Europa, Asia y norte de África (Vibrans, 2009).","Australia, Brasil, Canadá, Georgia, Nueva Zelanda, Estados Unidos de América (Vibrans, 2009)",Exótica,Presente,Invasora,Acuerdo especies exóticas SEMARNAT,x,162898
Plantas,,Hedychium coronarium,,Mariposa blanca,Terrestre,"Sur y sureste de Asia (Vibrans, 2009).","Samoa Americana, las Islas Galápagos, los Estados Federados de Micronesia, Islas Cook, Fiji, Guam, Hawái, Japón, Nueva Caledonia, Palao, Samoa, Tonga, Australia, Reunión, Mauricio (PIER, 2007). México (Querétaro, Colima, Michoacán, México y Veracruz (Vibrans, 2009)",Exótica,Presente,Invasora,Acuerdo especies exóticas SEMARNAT,x,158251
Plantas,,Hedypnois rhagadioloides,Hedypnois cretica,,Terrestre,"Europa (Villaseñor et al., 2012).","Aguascalientes (Villaseñor & Espinosa-García, 2004), África, Europa, Islas del Caribe, Norteamérica, Sudamérica, Baja California (Villaseñor et al., 2012).",Exótica,Presente,,,,201316
Plantas,,Helianthus petiolaris,,,Terrestre,"Canadá, Estados Unidos de América (USDA, ARS, 2005).",,Exótica,Presente,,,,183309
Plantas,,Helminthotheca echioides,Picris echioides L.; Helminthia echioides (L.) Gaertn.,"Lechuga de agua, Raspasayos, azotacristos, arpell, abrojo",Dulceacuícola,"Portugal, España, Argelia, Egipto, Libia, Marruecos, Tunisia, Azerbaijan, Georgia, Chipre, Iran, Israel, Jordan, Líbano, Siria, Turquía, Ukrania, Austria, Holanda, Suiza, Albania, bosnia y Herzegovina, bulgaria, Grecia, italia, Macedonia, Montenegro, Serbia, Eslovenia, Francia, Portugal, España (USDA, ARS, 2016)","México (Altiplano y de los valles centrales: Coahuila, Distrito Federal, Hidalgo, Estado de México, Michoacán, Querétaro) (Vibrans, 2009), Baja California, Guanajuato, Puebla (Villaseñor et al., 2012).",Exótica,Presente,Invasora,Acuerdo especies exóticas SEMARNAT,x,201337
Plantas,,Hemarthria altissima,Andropogon altissimus (Poir.) Raspail; Andropogon altissimus A. Braun; Andropogon fasciculatus (Brongn.) Steud.; Andropogon fasciculatus (Lam.) Raspail; Hemarthria capensis Trin.; Hemarthria caudiculata Steud.;,Pasto clavel,Terrestre,"Tailandia, Vietnam Indonesia, Isla La reunión (PIER, 2007)","Hawaii (PIER, 2007); México (Camp., Chis., Coah., Gro., Mor., Pue., S.L.P., Tab., Tamps., Ver., Yuc., Zac) (Sánchez-Ken et al., 2012)",Exótica,Presente,,,,172828
Plantas,,Heracleum mantegazzianum,"Heracleum caucasicum, Heracleum giganteum, Heracleum panaces, Heracleum pubescens, Heracleum speciosum, Heracleum tauricum, Pastinaca pubescens, Sphondylium pubescens",Perejil gigante,Terrestre,"Oeste del Caucaso, sur de Rusia y Georgia  (CABI, 2016)",,Exótica,Ausente,Invasora,Acuerdo especies exóticas SEMARNAT/NOM-043-FITO-1999,x,201437
Plantas,,Herniaria hirsuta cinerea,"Hernaria cinerea DC., 1815",,Terrestre,,,Exótica,Presente,,,,203330
Plantas,,Hevea brasiliensis,,,Terrestre,"Brasil (Rojo et al., 2003)","Veracruz, Oaxaca, Tabasco y Chiapas (Rojo et al., 2003)",Exótica,Presente,,,,148596
Plantas,,Hibiscus rosa-sinensis,"H. Sinensis Hort., H. Fulgens Hort.","Tulipán, rosa de China, tulipán rojo, shoe flower, China rose",Terrestre,"Asia tropical (Chacalo-Hilu & Corona y Nava, 2009)","Islas de Chile, Fiji, Polinesia Francesa, Singapur (PIER, 2009)",Exótica,Presente,,,,165256
Plantas,,Hirschfeldia incana,Brassica geniculata,Roqueta bastarda,Terrestre,"Algeria, Libia, Marruecos, Tunisia, Arabia Saudita, Yemen, Armenia, Azerbaijan, Federación Rusia, Chipre, Iran, Irak, Israel, Jordania, Líbano, Siria, Turquía, Ucrania, Albania, Croacia, Grecia, Italia, Francia, Portugal, España (USDA, ARS,National Genetic Resources Program. 2015).","Baja California (Vibrans, 2009)",Exótica,Presente,Invasora,Acuerdo especies exóticas SEMARNAT,x,200704
Plantas,,Holcus lanatus,,,Terrestre,"Europa (GISD, 2010).","Canada, Estados Unidos, México (Chiapas, Chihuahua, Estado de México, Michoacán, Puebla, Veracruz), Centroamérica, Sudamérica y Caribe (Dávila-Aranda et al., 2006)",Exótica,Presente,,,,175633
Plantas,,Holcus mollis,,,Terrestre,"Europa, Asia y África",,Exótica,Ausente,Invasora,Acuerdo especies exóticas SEMARNAT,x,201433
Plantas,,Hordeum murinum,,,Terrestre,"Europa, África y Asia (PIER, 2016)",,Exótica,Presente,,,,176402
Plantas,,Hordeum murinum subsp. glaucum,,"Meliloto blanco, cebada ratonera, cebadilla, cola de zorro, espigadilla",Terrestre,"Europa (PIER, 2007)","Australia, Hawaii (PIER, 2007)",Exótica,Presente,Invasora,Acuerdo especies exóticas SEMARNAT,x,203611
Plantas,,Hordeum murinum subsp. gussoneanum,Hordeum geniculatum,,Terrestre,"Eurasia (USDA, ARS, 2015)",,Exótica,Presente,,,,203616
Plantas,,Hordeum murinum subsp. leporinum,Hordeum murinum subsp. leporinum (Link) Arcang.,,Terrestre,"Europa. África, Asia y la India (PIER, 2013)","Chiapas y Oaxaca (Sánchez-Ken et al., 2012)",Exótica,Presente,,,,204248
Plantas,,Hordeum vulgare,,,Terrestre,"Asia (Australian Goverment, 2008).","Canadá, Estados Unidos, México (Aguascalientes, Baja California, Chiapas, Chihuahua,  Coahuila, Distrito Federal, Hidalgo, Jalisco, Estado de México, Michoacán, Morelos, Nuevo León, Oaxaca, Puebla, Queretáro, San Luis Potosí, Sonora, Tabasco, Tamaulipas, Veracruz), Centroamérica, Sudamérica (Dávila-Aranda et al., 2006).",Exótica,Presente,,,,178913
Plantas,,Hornungia procumbens,"Thlaspi procumbens, Hutchinsia procumbens",,Terrestre,"Canadá (EOL, 2015)",,Exótica,Presente,,,,201385
Plantas,,Hydrilla verticillata,,"Hydrila, Mala hierba de agua, Tomillo de agua",Dulceacuícola,"Australia, India, Corea, La Reunión (GISD, 2006)","Sudeste de Asia, introducida en América: Estados Unidos, Guatemala, México (Chihuahua, Coahuila, Durango, Nuevo León, Tamauliupas) (Bonilla-Barbosa & Santamaría, 2013).",Exótica,Presente,Invasora,,x,158445
Plantas,,Hydrocotyle ranunculoides,,Floating pennywort,Terrestre; Dulceacuícola,"Carolina del Sur, Pensilvania, Florida (CABI, 2015)",,Exótica,Presente,,,,162833
Plantas,,Hydrocotyle verticillata,,,Dulceacuícola,,,Exótica,Presente,,,,162835
Plantas,,Hygrophila polysperma,"Hemidelphis polysperma (Roxb.) 1832, Justicia polysperma Roxb. 1820",,Dulceacuícola,"Bangladesh, Gutan, Cambodia, India, Lao, Myanmar, Nepal, Tailandia, Vietnam (GISD, 2005)","Estados Unidos (GISD, 2005)",Exótica,Presente,,,,201365
Plantas,,Hyophorbe lagenicaulis,Mascarena lagenicaulis L.H. Bailey,"Mascarena, Palma botella",Terrestre,"Islas de Mascarena (Chacalo-Hilu, A. & Corona y Nava)",,Exótica,Confinado,,,,
Plantas,,Hyparrhenia bracteata,Hyparrhenia foliosa (Kunth) Fourn.,,Terrestre,,"Aguascalientes (Villaseñor & Espinosa-García, 2004)",Exótica,Presente,Invasora,,,173389
Plantas,,Hyparrhenia cymbaria,,,Terrestre,"Eritrea, Etiopia, Kenia, Tanzania, Uganda,  Camerún, Nigeria, Angola, Malawi, Mozambique, Sudáfrica, Swazilandia, Madagascar  (USDA, ARS, 2015)","Jalisco y Michoacán (Sánchez-Ken et al., 2012)",Exótica,Presente,,,,202295
Plantas,,Hyparrhenia hirta,,,Terrestre,"África, Asia, Europa 2015 (USDA, ARS, 2015)","Estados Unidos, México ( Chiapas, Nuevo León, Oaxaca, San Luis Potosí, Yucatán), Sudamérica y Caribe (Dávila-Aranda et al., 2006)",Exótica,Presente,Invasora,Acuerdo especies exóticas SEMARNAT,x,175211
Plantas,,Hyparrhenia rufa,,,Terrestre,"África (USDA, ARS, 2015)","Estados Unidos, México (Campeche, Chiapas, Colima, Guerrero, Jalisco, Estado de México, Michoacán, Morelos, Nayarit, Quintana Roo, Sinaloa, Tabasco, Tamaulipas, Veracruz, Yucatán), Centroamérica, Sudamérica y Caribe (Dávila-Aranda et al., 2006)",Exótica,Presente,Invasora,Acuerdo especies exóticas SEMARNAT,x,177689
Plantas,,Hyparrhenia variabilis,,,Terrestre,"Etiopia, Kenia, Tanzania, Uganda, Zaire, Angola, Malawi, Zambia, Sudáfrica, Madagascar, Yemen, Indonesia (USDA, ARS, 2015)","Jalisco, Michoacán y Morelos (Sánchez-Ken et al., 2012)",Exótica,Presente,,,,202296
Plantas,,Hyperthelia dissoluta,,,Terrestre,"África, (USDA, ARS, 2015)","México (Chiapas, Colima, Guerrero, Jalisco, Estado de México, Michoacán, Nayarit, Sinaloa, Veracruz, Yucatán), Sudamérica (Dávila-Aranda et al., 2006)",Exótica,Presente,,,,174263
Plantas,,Hypochaeris glabra,,,Terrestre,"Noroeste de África (Queensland goverment, 2013).","Baja California (Villaseñor & Espinosa-García, 2004)",Exótica,Presente,,,,181003
Plantas,,Hypochaeris microcephala,,,Terrestre,"Sudamérica (Villaseñor et al., 2012)",,Exótica,Ausente,,,,201434
Plantas,,Hypochaeris radicata,,,Terrestre,"Portugal, España, Algeria, Libia, Marruecos, Tunisia, Azerbaijan, Georgia, Federación Rusia, Turquía, Europa del este, Eurpa central, Europa del norte, Europa del sureste y Europa del suroeste (GRIN-Global, 2016)","Distrito Federal, México (Villaseñor et al., 2012)",Exótica,Presente,Invasora,Acuerdo especies exóticas SEMARNAT,x,199279
Plantas,,Hypoestes phyllostachya,,"Polkadot plant, flamingo-plant,  measles plant",Terrestre,"Madagascar (Vibrans, 2009)","Baja California (Villaseñor & Espinosa-García, 2004), Chiapas, Michoacán, Oaxaca y Veracruz (Villaseñor & Espinosa, 1998)",Exótica,Presente,,,,191959
Plantas,,Impatiens glandulifera,,,Terrestre,"Cordillera del Himalaya desde el noroeste de Pakistán al norte de la India (CABI, 2015).","Estados Unidos,  Austria, República Checa, Dinamarca, Alemania, Hungría, Irlanda, Holanda, Polonia, Eslovakia y Reino Unido (CABI, 2015).",Exótica,Ausente,,,,
Plantas,,Impatiens walleriana,,Belén,Terrestre,"Tanzania to Mozambique (GISD, 2008)","Reunión, Santa Lucia (GISD, 2008)",Exótica,Presente,,,,168391
Plantas,,Imperata cylindrica,"Imperata arundinacea Cirillo, Lagurus cylindricus L.",,Terrestre,"Japón, Filipinas, Tailandia (GISD, 2010)","Australia, Indonesia, Mayotte, Nigeria, Estados Unidos,  Nueva Zelanda, Benin, Chile, Colombia (GISD, 2010)",Exótica,Presente,,NOM-043-FITO-1999,,174097
Plantas,,Indigofera hirsuta,,,Terrestre,"Senegal, Sudán, El Congo, Zambia, Mozambique, Angola y Madagascar (FAO, 2013).","Campeche (Villaseñor & Espinosa-García, 2004)",Exótica,Presente,,,,186737
Plantas,,Indigofera spicata,,,Terrestre,"Viejo mundo (Villaseñor & Espinosa-García, 2004)","Aguascalientes (Villaseñor & Espinosa-García, 2004)",Exótica,Presente,,,,201302
Plantas,,Indigofera tinctoria,,,Terrestre,"Viejo mundo (Villaseñor & Espinosa-García, 2004)","Aguascalientes (Villaseñor & Espinosa-García, 2004)",Exótica,Presente,,,,188651
Plantas,,Ipomoea aquatica,,,Terrestre; Dulceacuícola,"Kenia, Tanzania, Uganda, Chad, Etiopía, Somalia, Sudan, Angola, Malawi, Mozambique, Zambia, Zimbabwe, Botswana, Namibia (USDA, ARS,National Genetic Resources Program. 2015).","África, Australia, Filipinas, Puerto Rico, Sudamérica, Estados Unidos (GISD, 2006)",Exótica,Presente,Invasora,,x,201438
Plantas,,Ischaemum rugosum,"Andropogon mariannae Steud., Andropogon paniceus Steud., Ischaemum chordatum (Trin.) Hack. ex Warb., Ischaemum digitatum Brongn., Ischaemum digitatum var. polystachyum (J. Presl) Hack, Ischaemum intermedium Brongn., Spodiopogon chordatum Trin.",Paja rugosa,Terrestre,"Australia, Guam, Micronesia, Islas Marianas, Océano Pacífico, Palau, Papua Nueva Guinea, Filipinas (GISD, 2010)","Micronesia (GISD, 2010)",Exótica,Presente,,NOM-043-FITO-1999,,177703
Plantas,,Iva axillaris,,,Terrestre,"Canadá (Best, 1975)",,Exótica,Presente,,,,201375
Plantas,,Jacobaea maritima,,,Terrestre,"Región Mediterránea (Villaseñor et al., 2012)","Europa, Sudamérica, Distrito Federal, Jalisco, México (Villaseñor et al., 2012).",Exótica,Presente,,,,201296
Plantas,,Jaltomata procumbens,Saracha procumbens,,Terrestre,"Sudámerica (Villaseñor & Espinosa-García, 2004)","Coahuila de Zaragoza (Villaseñor & Espinosa-García, 2004)",Exótica,Presente,,,,190885
Plantas,,Juglans nigra,No tiene,Nogal negro,Terrestre,"Este de Estados Unidos (Chacalo-Hilu & Corona y Nava, 2009)","Michoacán, Hidalgo (GBIF, 2012)",Exótica,Presente,,,,201352
Plantas,,Juncus interior,,,Terrestre,,,Exótica,Presente,,,,199853
Plantas,,Kalanchoe delagoensis,Bryophyllum delagoense,Hoja del aire,Terrestre,"Mozambique y Madagascar (PIER, 2009; Golubov Figueroa, 2012).","Hawaii, Nueva Zelanda, Islas Galapagos, Fiji, Polinesia Francesa, Nueva Celedonia y Palau (PIER, 2009). México (Querétaro, Veracruz, Hidalgo, Tamaulipas, San Luis Potosí y en la Península de Yucatán) (Golubov Figueroa, 2012). Estados Unidos. España, Portugal, Australia, Kenia, Uganda, Tanzania (CABI, 2015).",Exótica,Presente,Invasora,Acuerdo especies exóticas SEMARNAT (Kalanchoe delagoensis),x,198915
Plantas,,Kalanchoe delagoensis,,,Terrestre,"Madagascar (CABI, 2015).","México, Estados Unidos. España, Portugal, Australia, Kenia, Uganda, Tanzania (CABI, 2015).",Exótica,Presente,,Acuerdo especies exóticas SEMARNAT,,198915
Plantas,,Kalanchoe pinnata,,,Terrestre,"Madagascar (CABI, 2015).","Querétaro e Hidalgo hasta el sureste de México (Vibrans, 2009)",Exótica,Presente,Invasora,Acuerdo especies exóticas SEMARNAT,x,153329
Plantas,,Koelreuteria paniculata,,Jabonero de la China,Terrestre,"China (USDA, ARS, 2005).",,Exótica,Presente,,,,200746
Plantas,,Lablab purpureus,Dolichos lablab,,Terrestre,"África (USDA, 2015)",,Exótica,Presente,,,,200757
Plantas,,Lactuca sativa,,,Terrestre,"Asia, Europa (Villaseñor et al., 2012).","Asia, Centroamérica, Europa, Islas del Caribe, Norteamérica, Sudamérica, México, San Luis Potosí, Tabasco, Veracruz, Yucatán (Espinosa, 2000)",Exótica,Presente,,,,192675
Plantas,,Lactuca serriola,,,Terrestre,"Europa  (Villaseñor & Espinosa-García, 2004) Europa (Guertin, 2003).","Jalisco (Villaseñor & Espinosa-García, 2004) Aguascalientes, Baja California Norte, Chihuahua, Coahuila, Distrito Federal, Guanajuato, Jalisco, Estado de México, Michoacán, Nuevo León, Querétaro y Sonora (Rzedowski, 1997; Villaseñor y Espinosa, 1998)",Exótica,Presente,,,,184297
Plantas,,Lagarosiphon major,Elodea crispa,Elodea gigante,Dulceacuícola,"El sur de África y el sur de África Tropical (Nault & Mikulyuk, 2009)","Nueva Zelanda, Australia (GISD, 2010).",Exótica,Ausente,,,,201386
Plantas,,Lagenaria siceraria,,,Terrestre,,"Estado de México (Villaseñor & Espinosa-García, 2004)",Exótica,Presente,,,,154194
Plantas,,Lagerstroemia indica,,Árbol del Júpiter,Terrestre,"China, Japón, Indochina e Himalaya (Espinosa-García et al., 2009)",,Exótica,Presente,,,,164978
Plantas,,Lagurus ovatus,,Cola de conejo,Terrestre,"Portugal, Argelia, Egipto, Libia, Marruecos, Túnez, Chipre Israel, Jordania, Líbano, Siria, Turquía, Azerbaiyán, Albania, Croacia, Bulgaria Grecia, Italia, Francia, Portugal  y España (USDA, ARS, 2015)","Jalisco (Sánchez-Ken et al., 2012)",Exótica,Presente,,,,202297
Plantas,,Lamarckia aurea,,,Terrestre,,"África, Asia, Europa, América (Estados Unidos, México, Centroamérica y Sudamérica) (Dávila- Aranda et al., 2006)",Exótica,Presente,,,,173140
Plantas,,Lampranthus coccineus,Basónimo Mesembryanthemum coccineum Haw. Obs Mesemb.,,Terrestre,"Viejo mundo (Villaseñor & Espinosa-García, 2004)","Aguascalientes (Villaseñor & Espinosa-García, 2004)",Exótica,Presente,,,,201317
Plantas,,Lantana hirsuta,,,Terrestre,,,Exótica,Presente,,,,167848
Plantas,,Lantana scabrida,,,Terrestre,"America tropical y subtropical (Queensland Primary Industries and Fisheries, 2016).","Este de África, Fijí, Hawái, India, Filipinas, Sudáfrica y Zambia (Queensland Primary Industries and Fisheries, 2016).",Exótica,Presente,,,,202378
Plantas,,Lapsana communis,,,Terrestre,"Europa y Asia occidental (PIER, 2011).","Baja California Sur (Villaseñor & Espinosa-García, 2004), Distrito Federal, México, Veracruz (Villaseñor et al., 2012).",Exótica,Presente,,,,180123
Plantas,,Lathyrus latifolius,,,Terrestre,"Argelia, Marruecos, Túnez, Austria, Hungría, Polonia, Moldova, Ucrania, Albania, Bulgaria, Grecia, Italia, Rumania, Francia, Portugal y España (USDA, ARS, 2015)",,Exótica,Presente,,,,186964
