idCAT,layers,styler,bbox,anio,autor,urlgeoportal,urldescargazip
26406ANGIO,dbic009dpgw,jm009_0_1,"-118.39038,16.3161,-96.824576,32.73211",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=dbic009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dbic009dpgw.zip
75199ANGIO,dcov009dpgw,jm009_0_1,"-118.39038,20.5996299999999,-102.482683,33.532446",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=dcov009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dcov009dpgw.zip
75200ANGIO,dfru009dpgw,jm009_0_1,"-117.122604587118,22.8739310692049,-109.414270851764,32.7239315829224",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=dfru009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dfru009dpgw.zip
75202ANGIO,dol009dpgw,jm009_0_1,"-118.39038,20.624629,-102.482683,32.724145",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=dol009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dol009dpgw.zip
19207ANGIO,dpai009dpgw,jm009_0_1,"-116.02232,14.56617,-90.3650129999999,32.740443",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=dpai009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dpai009dpgw.zip
19208ANGIO,dpum009dpgw,jm009_0_1,"-108.76969,15.67493,-94.695253,26.566161",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=dpum009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dpum009dpgw.zip
2205ANGIO,dsu009dpgw,jm009_0_1,"-118.39038,20.5996299999999,-102.482683,33.532446",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=dsu009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dsu009dpgw.zip
19209ANGIO,dvir009dpgw,jm009_0_1,"-118.39038,14.56617,-86.6583159999999,32.740443",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=dvir009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dvir009dpgw.zip
49686ANGIO,daf009dpgw,jm009_0_1,"-110.76641864716,14.5317304364004,-86.71738064716,30.8894094364004",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=daf009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/daf009dpgw.zip
49698ANGIO,dala009dpgw,jm009_0_1,"-105.70041,14.56617,-90.36769,20.882584",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=dala009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dala009dpgw.zip
49796ANGIO,dang009dpgw,jm009_0_1,"-116.02232,14.56617,-90.3650129999999,32.740443",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=dang009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dang009dpgw.zip
49813ANGIO,dap009dpgw,jm009_0_1,"-110.76641864716,14.5317304364004,-86.71738064716,30.8894094364004",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=dap009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dap009dpgw.zip
49918ANGIO,dax009dpgw,jm009_0_1,"-102.33,14.07,-86.33064,26.461171",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=dax009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dax009dpgw.zip
49934ANGIO,dba009dpgw,jm009_0_1,"-110.76641864716,14.5317304364004,-86.71738064716,30.8894094364004",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=dba009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dba009dpgw.zip
50082ANGIO,dcall009dpgw,jm009_0_1,"-108.76969,15.67493,-94.695253,26.566161",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=dcall009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dcall009dpgw.zip
50144ANGIO,dcari009dpgw,jm009_0_1,"-105.26288,14.56617,-90.3634759999999,29.873891",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=dcari009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dcari009dpgw.zip
50220ANGIO,dcin009dpgw,jm009_0_1,"-110.76641864716,8.65696543640039,-82.16756264716,30.8894094364004",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=dcin009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dcin009dpgw.zip
50301ANGIO,dcor009dpgw,jm009_0_1,"-116.02232,14.56617,-90.3650129999999,32.740443",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=dcor009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dcor009dpgw.zip
57985ANGIO,dde009dpgw,jm009_0_1,"-105.70041,14.56617,-90.36769,20.882584",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=dde009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dde009dpgw.zip
50450ANGIO,ddi009dpgw,jm009_0_1,"-110.76641864716,8.65696543640039,-82.16756264716,30.8894094364004",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=ddi009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/ddi009dpgw.zip
50807ANGIO,dglab009dpgw,jm009_0_1,"-110.76641864716,8.65696543640039,-82.16756264716,30.8894094364004",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=dglab009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dglab009dpgw.zip
50873ANGIO,dgrah009dpgw,jm009_0_1,"-116.02232,14.56617,-90.3650129999999,32.740443",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=dgrah009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dgrah009dpgw.zip
51114ANGIO,dinc009dpgw,jm009_0_1,"-110.76641864716,14.5317304364004,-86.71738064716,30.8894094364004",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=dinc009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dinc009dpgw.zip
51133ANGIO,dinf009dpgw,jm009_0_1,"-110.76641864716,14.5317304364004,-86.71738064716,30.8894094364004",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=dinf009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dinf009dpgw.zip
51150ANGIO,dinto009dpgw,jm009_0_1,"-110.76641864716,14.5317304364004,-86.71738064716,30.8894094364004",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=dinto009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dinto009dpgw.zip
76088ANGIO,dli009dpgw,jm009_0_1,"-118.460008,18.32,-96.710878,32.719424",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=dli009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dli009dpgw.zip
51463ANGIO,dma009dpgw,jm009_0_1,"-110.76641864716,14.5317304364004,-86.71738064716,30.8894094364004",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=dma009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dma009dpgw.zip
51669ANGIO,dmoll009dpgw,jm009_0_1,"-116.02232,14.56617,-90.3650129999999,32.740443",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=dmoll009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dmoll009dpgw.zip
51774ANGIO,dni009dpgw,jm009_0_1,"-110.76641864716,14.5317304364004,-86.71738064716,30.8894094364004",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=dni009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dni009dpgw.zip
51856ANGIO,doc009dpgw,jm009_0_1,"-106,17,-100.00024,22.99976",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=doc009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/doc009dpgw.zip
51886ANGIO,dor009dpgw,jm009_0_1,"-110.76641864716,8.65696543640039,-82.16756264716,30.8894094364004",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=dor009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dor009dpgw.zip
51969ANGIO,dpal009dpgw,jm009_0_1,"-94.81,14.533314,-87.743616,18.541487",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=dpal009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dpal009dpgw.zip
52174ANGIO,dpl009dpgw,jm009_0_1,"-116.02232,14.56617,-90.3650129999999,32.740443",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=dpl009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dpl009dpgw.zip
52230ANGIO,dpre009dpgw,jm009_0_1,"-110.76641864716,14.5317304364004,-86.71738064716,30.8894094364004",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=dpre009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dpre009dpgw.zip
52258ANGIO,dproc009dpgw,jm009_0_1,"-118.39038,14.56617,-86.6583159999999,32.740443",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=dproc009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dproc009dpgw.zip
52292ANGIO,dps009dpgw,jm009_0_1,"-116.02232,14.56617,-90.3650129999999,32.740443",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=dps009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dps009dpgw.zip
52366ANGIO,dpurp009dpgw,jm009_0_1,"-102.33,14.536648,-86.713958,26.461171",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=dpurp009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dpurp009dpgw.zip
52445ANGIO,dret009dpgw,jm009_0_1,"-116.02232,14.56617,-90.3650129999999,32.740443",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=dret009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dret009dpgw.zip
52631ANGIO,dsco009dpgw,jm009_0_1,"-110.76641864716,8.65696543640039,-82.16756264716,30.8894094364004",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=dsco009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dsco009dpgw.zip
52695ANGIO,dser009dpgw,jm009_0_1,"-116.02232,14.56617,-90.3650129999999,32.740443",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=dser009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dser009dpgw.zip
52738ANGIO,dsk009dpgw,jm009_0_1,"-116.02232,14.56617,-90.3650129999999,32.740443",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=dsk009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dsk009dpgw.zip
52827ANGIO,dst009dpgw,jm009_0_1,"-110.76641864716,8.65696543640039,-82.16756264716,30.8894094364004",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=dst009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dst009dpgw.zip
52842ANGIO,dsub009dpgw,jm009_0_1,"-109.54,20.84,-97.140496,33.531159",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=dsub009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dsub009dpgw.zip
52969ANGIO,dtor009dpgw,jm009_0_1,"-110.76641864716,8.65696543640039,-82.16756264716,30.8894094364004",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=dtor009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dtor009dpgw.zip
52993ANGIO,dtri009dpgw,jm009_0_1,"-110.76641864716,8.65696543640039,-82.16756264716,30.8894094364004",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=dtri009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dtri009dpgw.zip
12270MAMIF,dro040dpgw,jm040_1,"-116.75317354978,7.21404023384999,-77.65317136018,35.0307084582499",2020,Sánchez-Cordero et al.,http://geoportal.conabio.gob.mx/#!l=dro040dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dro040dpgw.zip
12270MAMIF,desrotun_agw,mamiferos_ds006,"-110.99781036377,14.5376253128052,-86.7277984619141,28.317626953125",2006,Ceballos et al.,http://geoportal.conabio.gob.mx/#!l=desrotun_agw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/desrotun_agw.zip
53497COLEO,dba031dpgw,dp_01g,"-113.090576171875,14.590558052063,-90.2248153686523,29.2566394805908",2014,Ordóñez-Reséndiz,http://geoportal.conabio.gob.mx/#!l=dba031dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dba031dpgw.zip
53515COLEO,dpo031dpgw,dp_01g,"-107.188163757324,14.5655584335327,-90.3638229370117,25.6401176452637",2014,Ordóñez-Reséndiz,http://geoportal.conabio.gob.mx/#!l=dpo031dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dpo031dpgw.zip
53690COLEO,dun031dpgw,dp_01g,"-110.463027954102,15.2155323028564,-91.9804306030273,31.0898990631104",2014,Ordóñez-Reséndiz,http://geoportal.conabio.gob.mx/#!l=dun031dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dun031dpgw.zip
53691COLEO,dvir031dpgw,dp_01g,"-106.504852294922,21.3569526672363,-101.655044555664,27.6567039489746",2014,Ordóñez-Reséndiz,http://geoportal.conabio.gob.mx/#!l=dvir031dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dvir031dpgw.zip
53525COLEO,dvi031dpgw,dp_01g,"-109.215843200684,14.5655584335327,-90.3665924072266,27.9400253295898",2014,Ordóñez-Reséndiz,http://geoportal.conabio.gob.mx/#!l=dvi031dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dvi031dpgw.zip
12523MAMIF,diayoung_agw,mamiferos_ds006,"-99.3378067016602,16.0676250457764,-90.377799987793,24.2976264953613",2006,Ceballos et al.,http://geoportal.conabio.gob.mx/#!l=diayoung_agw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/diayoung_agw.zip
12523MAMIF,dyo040dpgw,jm040_1,"-97.389129657376,14.711168563937,-90.372462597776,19.6945021763369",2020,Sánchez-Cordero et al.,http://geoportal.conabio.gob.mx/#!l=dyo040dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dyo040dpgw.zip
50932ANGIO,dis_d_guiagw,arbol_trop,"-100.60035,16.080787,-90.400087,18.720662",2005,Pennington y Sarukhán,http://geoportal.conabio.gob.mx/#!l=dis_d_guiagw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dis_d_guiagw.zip
50932ANGIO,dgui009dpgw,jm009_0_1,"-100.572267,14.530548,-88.289425,24.505149",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=dgui009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dgui009dpgw.zip
46356COLEO,ddu032dpgw,dp_01g,"-104.183334350586,13.9499998092651,-87.6166610717773,23.0833339691162",2019,Lobo et al.,http://geoportal.conabio.gob.mx/#!l=ddu032dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/ddu032dpgw.zip
11106MAMIF,dal040dpgw,jm040_1,"-109.31468156536,14.5354776768169,-86.75634696876,30.8854785924169",2020,Sánchez-Cordero et al.,http://geoportal.conabio.gob.mx/#!l=dal040dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dal040dpgw.zip
11106MAMIF,dicalbus_agw,mamiferos_ds006,"-106.067413330078,15.4576778411865,-87.5770034790039,23.3572654724121",2006,Ceballos et al.,http://geoportal.conabio.gob.mx/#!l=dicalbus_agw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dicalbus_agw.zip
56376ANGIO,dsu013dpgw,dp_01g,"-105.253471374512,14.8663167953491,-90.3680725097656,20.8865737915039",2015,Villaseñor et al.,http://geoportal.conabio.gob.mx/#!l=dsu013dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dsu013dpgw.zip
21211ANGIO,dgl061dpgw,dp_01v,"-103.488494873047,7.20570659637451,-70.4301528930664,24.4557094573975",2015,Damon y Bertolini,http://geoportal.conabio.gob.mx/#!l=dgl061dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dgl061dpgw.zip
21212ANGIO,dgr061dpgw,dp_01v,"-102.233093261719,-17.5417613983154,-62.924747467041,19.9499092102051",2015,Damon y Bertolini,http://geoportal.conabio.gob.mx/#!l=dgr061dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dgr061dpgw.zip
21216ANGIO,dmu061dpgw,dp_01v,"-100.026870727539,7.20570659637451,-79.8851928710938,24.505708694458",2015,Damon y Bertolini,http://geoportal.conabio.gob.mx/#!l=dmu061dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dmu061dpgw.zip
21217ANGIO,dne061dpgw,dp_01v,"-102.233093261719,7.20570659637451,-79.8830795288086,21.4390411376953",2015,Damon y Bertolini,http://geoportal.conabio.gob.mx/#!l=dne061dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dne061dpgw.zip
21219ANGIO,dsq061dpgw,dp_01v,"-103.224578857422,7.20570659637451,-77.6495742797852,21.3640422821045",2015,Damon y Bertolini,http://geoportal.conabio.gob.mx/#!l=dsq061dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dsq061dpgw.zip
21220ANGIO,dsu061dpgw,dp_01v,"-102.233093261719,12.7161493301392,-85.2247467041016,19.1328182220459",2015,Damon y Bertolini,http://geoportal.conabio.gob.mx/#!l=dsu061dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dsu061dpgw.zip
21221ANGIO,dtr061dpgw,dp_01v,"-97.163459777832,7.89887857437134,-70.4301147460938,19.5572147369385",2015,Damon y Bertolini,http://geoportal.conabio.gob.mx/#!l=dtr061dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dtr061dpgw.zip
36842COLEO,dan032dpgw,dp_01g,"-101.050003051758,7.21666622161865,-77.1666641235352,19.1666679382324",2019,Lobo et al.,http://geoportal.conabio.gob.mx/#!l=dan032dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dan032dpgw.zip
46525COLEO,dce032dpgw,dp_01g,"-105.033340454102,14.0499992370605,-87.5166625976562,22.9500007629395",2019,Lobo et al.,http://geoportal.conabio.gob.mx/#!l=dce032dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dce032dpgw.zip
36841COLEO,dcol032dpgw,dp_01g,"-112.716667175293,7.31666660308838,-80.4999923706055,33.6833343505859",2019,Lobo et al.,http://geoportal.conabio.gob.mx/#!l=dcol032dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dcol032dpgw.zip
233041COLEO,dma032dpgw,dp_01g,"-88.6333389282227,19.4833316802979,-87.533332824707,21.4166679382324",2019,Lobo et al.,http://geoportal.conabio.gob.mx/#!l=dma032dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dma032dpgw.zip
36491COLEO,dsa032dpgw,dp_01g,"-103.200004577637,7.21666622161865,-77.1666641235352,23.2666683197021",2019,Lobo et al.,http://geoportal.conabio.gob.mx/#!l=dsa032dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dsa032dpgw.zip
36492COLEO,dyu032dpgw,dp_01g,"-87.3500061035156,9.56666660308838,-83.9833297729492,13.1666669845581",2019,Lobo et al.,http://geoportal.conabio.gob.mx/#!l=dyu032dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dyu032dpgw.zip
56832ANGIO,dau061dpgw,dp_01v,"-109.314682006836,12.7161493301392,-85.2230072021484,30.8911514282227",2015,Damon y Bertolini,http://geoportal.conabio.gob.mx/#!l=dau061dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dau061dpgw.zip
11888MAMIF,didmarsu_agw,mamiferos_ds006,"-99.777801430664,14.5376253128052,-86.7277984619141,23.5776271820068",2006,Ceballos et al.,http://geoportal.conabio.gob.mx/#!l=didmarsu_agw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/didmarsu_agw.zip
12494MAMIF,didvirgi_agw,mamiferos_ds006,"-117.127807617188,14.5376253128052,-86.7277984619141,32.6076278686523",2006,Ceballos et al.,http://geoportal.conabio.gob.mx/#!l=didvirgi_agw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/didvirgi_agw.zip
18241ANGIO,dfu003dpgw,dp_01g,"-116.01399230957,14.5661697387695,-90.3650054931641,32.7321128845215",2018,Lira-Saade et al.,http://geoportal.conabio.gob.mx/#!l=dfu003dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dfu003dpgw.zip
18243ANGIO,dma003dpgw,dp_01g,"-116.01399230957,14.5661697387695,-90.3650054931641,32.7321128845215",2018,Lira-Saade et al.,http://geoportal.conabio.gob.mx/#!l=dma003dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dma003dpgw.zip
42013ANGIO,dsa_presentgw,invasoras,"-117.5,14.5340050259999,-86.708331727,32.7173393079177",2016,Martínez-Meyer et al.,http://geoportal.conabio.gob.mx/#!l=dsa_presentgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dsa_presentgw.zip
42013ANGIO,dsa_50r45mdgw,invasoras,"-117.5,14.534005026,-86.7083333329999,32.7173383595301",2016,Martínez-Meyer et al.,http://geoportal.conabio.gob.mx/#!l=dsa_50r45mdgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dsa_50r45mdgw.zip
42013ANGIO,dsa_50r85mdgw,invasoras,"-117.5,14.534005026,-86.7083333329999,32.7173383595301",2016,Martínez-Meyer et al.,http://geoportal.conabio.gob.mx/#!l=dsa_50r85mdgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dsa_50r85mdgw.zip
42013ANGIO,dsa_70r45mdgw,invasoras,"-117.5,14.534005026,-86.7083333329999,32.7173383595301",2016,Martínez-Meyer et al.,http://geoportal.conabio.gob.mx/#!l=dsa_70r45mdgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dsa_70r45mdgw.zip
42013ANGIO,dsa_70r85mdgw,invasoras,"-117.5,14.534005026,-86.7083333329999,32.7173383595301",2016,Martínez-Meyer et al.,http://geoportal.conabio.gob.mx/#!l=dsa_70r85mdgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dsa_70r85mdgw.zip
46319COLEO,dga032dpgw,dp_01g,"-111.716667175293,10.1666660308838,-85.4499969482422,30.6333351135254",2019,Lobo et al.,http://geoportal.conabio.gob.mx/#!l=dga032dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dga032dpgw.zip
13673AVES,dba071dpgw,dp_01g,"-103.8046875,13.6058855056763,-86.664680480957,21.0758876800537",2018,Navarro-Sigüenza et al.,http://geoportal.conabio.gob.mx/#!l=dba071dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dba071dpgw.zip
13673AVES,digl_barigw,poly_conabio_conabio_1p,"-105.453229,14.57136,-91.683229,21.78136",2007,Navarro y Peterson,http://geoportal.conabio.gob.mx/#!l=digl_barigw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/digl_barigw.zip
13673AVES,dig_bagw,aves_ce007,"-110.020879,15.360838,-91.700879,26.570838",2006,Gómez de Silva,http://geoportal.conabio.gob.mx/#!l=dig_bagw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dig_bagw.zip
5542AVES,dpl071dpgw,dp_01g,"-85.5522155761719,8.15037631988525,-80.4722061157227,11.0203771591187",2018,Navarro-Sigüenza et al.,http://geoportal.conabio.gob.mx/#!l=dpl071dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dpl071dpgw.zip
21259ANGIO,dpo061dpgw,dp_01v,"-100.018531799316,12.0695009231567,-83.5351943969727,24.5111694335938",2015,Damon y Bertolini,http://geoportal.conabio.gob.mx/#!l=dpo061dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dpo061dpgw.zip
