sp,prioridad,Reino,Divisionphylum,Clase,Orden,Familia,genero,especie,sub_sp,idCAT,CategoriaTaxonomica_idCAT,mapa,styler,boubox,clave,anio,autor
"Aegolius acadicus",2.0000000000000000e+00,"Animalia","Chordata","Aves","Strigiformes","Strigidae","Aegolius","acadicus",,"14221AVES","especie","aego_acadgw","poly_conabio_conabio_1p","minx=15.98136 miny=-111.613229 maxx=31.35136 maxy=-95.453229","CE015","2007","Navarro y Peterson"
"Aegolius ridgwayi",1.0000000000000000e+00,"Animalia","Chordata","Aves","Strigiformes","Strigidae","Aegolius","ridgwayi",,"14222AVES","especie","ari071dpgw","dp_01g","minx=8.69342708587646 miny=-93.3089294433594 maxx=17.4434280395508 maxy=-82.2189254760742","JM071","2018","Navarro-Sigüenza et al."
"Aegolius ridgwayi",2.0000000000000000e+00,"Animalia","Chordata","Aves","Strigiformes","Strigidae","Aegolius","ridgwayi",,"14222AVES","especie","aego_ridggw","poly_conabio_conabio_1p","minx=15.17136 miny=-93.093229 maxx=17.03136 maxy=-91.713229","CE015","2007","Navarro y Peterson"
"Aeronautes saxatalis",1.0000000000000000e+00,"Animalia","Chordata","Aves","Apodiformes","Apodidae","Aeronautes","saxatalis",,"13292AVES","especie","asax071dpgw","dp_01g","minx=13.392279624939 miny=-121.098411560059 maxx=36.972282409668 maxy=-86.7584075927734","JM071","2018","Navarro-Sigüenza et al."
"Aeronautes saxatalis",2.0000000000000000e+00,"Animalia","Chordata","Aves","Apodiformes","Apodidae","Aeronautes","saxatalis",,"13292AVES","especie","aero_saxagw","poly_conabio_conabio_1p","minx=15.11136 miny=-116.893229 maxx=32.62136 maxy=-89.673229","CE015","2007","Navarro y Peterson"
"Aeronautes saxatalis",3.0000000000000000e+00,"Animalia","Chordata","Aves","Apodiformes","Apodidae","Aeronautes","saxatalis",,"13292AVES","especie","aer_sagw","aves_ce007","minx=15.390838 miny=-117.120879 maxx=32.610838 maxy=-89.870879","CE007","2006","Gómez de Silva"
"Aesculus parryi",1.0000000000000000e+00,"Plantae","Tracheophyta","Equisetopsida","Sapindales","Sapindaceae","Aesculus","parryi",,"28425ANGIO","especie","apa002dpgw","dp_01g","minx=20.9699993133545 miny=-117.741683959961 maxx=33.5028343200684 maxy=-102.208961486816","JM002","2018","Dávila-Aranda et al."
"Agalychnis callidryas",1.0000000000000000e+00,"Animalia","Chordata","Amphibia","Anura","Phyllomedusidae","Agalychnis","callidryas",,"12579ANFIB","especie","agal_callgw","poly_conabio_conabio_1p","minx=16.077625 miny=-97.177803 maxx=21.517626 maxy=-86.727806","DS009","2006","Ochoa-Ochoa et al."
"Agalychnis moreletii",1.0000000000000000e+00,"Animalia","Chordata","Amphibia","Anura","Phyllomedusidae","Agalychnis","moreletii",,"12581ANFIB","especie","agal_moregw","poly_conabio_conabio_1p","minx=14.537626 miny=-99.927803 maxx=20.307627 maxy=-92.087807","DS009","2006","Ochoa-Ochoa et al."
"Agamia agami",1.0000000000000000e+00,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Agamia","agami",,"14103AVES","especie","agam_agamgw","poly_conabio_conabio_1p","minx=14.56136 miny=-96.913229 maxx=21.48136 maxy=-86.743229","CE015","2007","Navarro y Peterson"
"Agamopus lampros",1.0000000000000000e+00,"Animalia","Arthropoda","Insecta","Coleoptera","Scarabaeidae","Agamopus","lampros",,"36464COLEO","especie","ala032dpgw","dp_01g","minx=7.21666622161865 miny=-104.450004577637 maxx=19.8333339691162 maxy=-80.0999984741211","JM032","2019","Lobo et al."
"Agelaius phoeniceus",1.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Icteridae","Agelaius","phoeniceus",,"13777AVES","especie","aphi071dpgw","dp_01g","minx=9.01319122314453 miny=-123.340240478516 maxx=40.833194732666 maxy=-83.1202392578125","JM071","2018","Navarro-Sigüenza et al."
"Agelaius phoeniceus",2.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Icteridae","Agelaius","phoeniceus",,"13777AVES","especie","agel_phoe_wgw","poly_conabio_conabio_1p","minx=14.56136 miny=-117.123229 maxx=32.72136 maxy=-86.753229","CE015","2007","Navarro y Peterson"
"Agelaius phoeniceus",3.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Icteridae","Agelaius","phoeniceus",,"13777AVES","especie","agel_phoe_sgw","poly_conabio_conabio_1p","minx=14.56136 miny=-117.103229 maxx=32.72136 maxy=-86.743229","CE015","2007","Navarro y Peterson"
"Agelaius phoenicius",1.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Icteridae","Agelaius","phoenicius",,"13777AVES","especie","agepho_vergw","poly_conabio_conabio_1p","minx=9.539586 miny=-151.819069 maxx=65.739586 maxy=-59.819069","AE023","2006","Peterson et al."
"Agelaius phoenicius",2.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Icteridae","Agelaius","phoenicius",,"13777AVES","especie","agepho_invgw","poly_conabio_conabio_1p","minx=15.039586 miny=-125.219069 maxx=51.539586 maxy=-71.419069","AE023","2006","Peterson et al."
"Agelaius tricolor",1.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Icteridae","Agelaius","tricolor",,"13778AVES","especie","atr071dpgw","dp_01g","minx=29.6381416320801 miny=-124.545822143555 maxx=47.2381439208984 maxy=-115.305816650391","JM071","2018","Navarro-Sigüenza et al."
"Agelaius tricolor",2.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Icteridae","Agelaius","tricolor",,"13778AVES","especie","agel_tricgw","poly_conabio_conabio_1p","minx=29.77136 miny=-117.123229 maxx=32.63136 maxy=-115.353229","CE015","2007","Navarro y Peterson"
"Agelaius tricolor",3.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Icteridae","Agelaius","tricolor",,"13778AVES","especie","agetri_vergw","poly_conabio_conabio_1p","minx=30.039586 miny=-124.219069 maxx=43.739586 maxy=-114.819069","AE023","2006","Peterson et al."
"Agelaius tricolor",4.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Icteridae","Agelaius","tricolor",,"13778AVES","especie","agetri_invgw","poly_conabio_conabio_1p","minx=30.239586 miny=-124.219069 maxx=43.139586 maxy=-115.019069","AE023","2006","Peterson et al."
"Ageratina ovilla",1.0000000000000000e+00,"Plantae","Tracheophyta","Equisetopsida","Asterales","Asteraceae","Ageratina","ovilla",,"47260ANGIO","especie","aov013dpgw","dp_01g","minx=14.8667984008789 miny=-100.038444519043 maxx=19.7367172241211 maxy=-90.3677062988281","JM013","2015","Villaseñor et al."
"Agkistrodon bilineatus",1.0000000000000000e+00,"Animalia","Chordata","Reptilia","Squamata","Viperidae","Agkistrodon","bilineatus",,"980REPTI","especie","agki_biligw","poly_conabio_conabio_1p","minx=20.307627 miny=-107.367805 maxx=24.817627 maxy=-104.647804","DS009","2006","Ochoa-Ochoa et al."
"Agkistrodon taylori",1.0000000000000000e+00,"Animalia","Chordata","Reptilia","Squamata","Viperidae","Agkistrodon","taylori",,"1243REPTI","especie","agki_taylgw","poly_conabio_conabio_1p","minx=22.2676258087158 miny=-99.4778060913086 maxx=24.6276264190674 maxy=-97.7378005981445","DS009","2006","Ochoa-Ochoa et al."
"Agonandra obtusifolia",1.0000000000000000e+00,"Plantae","Tracheophyta","Equisetopsida","Santalales","Opiliaceae","Agonandra","obtusifolia",,"30333ANGIO","especie","aob002dpgw","dp_01g","minx=14.5661697387695 miny=-105.262886047363 maxx=29.8738918304443 maxy=-86.7636184692383","JM002","2018","Dávila-Aranda et al."
"Agonandra racemosa",1.0000000000000000e+00,"Plantae","Tracheophyta","Equisetopsida","Santalales","Opiliaceae","Agonandra","racemosa",,"30335ANGIO","especie","ara002dpgw","dp_01g","minx=13.9971494674683 miny=-115.04150390625 maxx=32.8797302246094 maxy=-86.3009796142578","JM002","2018","Dávila-Aranda et al."
"Agrilinellus azteca",1.0000000000000000e+00,"Animalia","Arthropoda","Insecta","Coleoptera",,"Agrilinellus","azteca",,"7471COLEO","especie","aaz032dpgw","dp_01g","minx=12.6666660308838 miny=-104.900001525879 maxx=25.0166683197021 maxy=-85.1666641235352","JM032","2019","Lobo et al."
"Agrilinellus ornatus",1.0000000000000000e+00,"Animalia","Arthropoda","Insecta","Coleoptera",,"Agrilinellus","ornatus",,"7471COLEO","especie","aor032dpgw","dp_01g","minx=14.5833330154419 miny=-106.75 maxx=25.5000019073486 maxy=-91.1499938964844","JM032","2019","Lobo et al."
"Agrostemma githago",1.0000000000000000e+00,"Plantae","Tracheophyta","Equisetopsida","Caryophyllales","Caryophyllaceae","Agrostemma","githago",,"78049ANGIO","especie","agt_50r45mdgw","invasoras","minx=14.534005026 miny=-117.5 maxx=32.7173383595301 maxy=-86.7083333329999","00089333","2016","Martínez-Meyer et al."
"Agrostemma githago",1.0000000000000000e+00,"Plantae","Tracheophyta","Equisetopsida","Caryophyllales","Caryophyllaceae","Agrostemma","githago",,"78049ANGIO","especie","agt_presentgw","invasoras","minx=14.5340050259999 miny=-117.5 maxx=32.7173393079177 maxy=-86.708331727","00089333","2016","Martínez-Meyer et al."
"Agrostemma githago",2.0000000000000000e+00,"Plantae","Tracheophyta","Equisetopsida","Caryophyllales","Caryophyllaceae","Agrostemma","githago",,"78049ANGIO","especie","agt_50r85mdgw","invasoras","minx=14.534005026 miny=-117.5 maxx=32.7173383595301 maxy=-86.7083333329999","00089333","2016","Martínez-Meyer et al."
"Agrostemma githago",3.0000000000000000e+00,"Plantae","Tracheophyta","Equisetopsida","Caryophyllales","Caryophyllaceae","Agrostemma","githago",,"78049ANGIO","especie","agt_70r45mdgw","invasoras","minx=14.534005026 miny=-117.5 maxx=32.7173383595301 maxy=-86.7083333329999","00089333","2016","Martínez-Meyer et al."
"Agrostemma githago",4.0000000000000000e+00,"Plantae","Tracheophyta","Equisetopsida","Caryophyllales","Caryophyllaceae","Agrostemma","githago",,"78049ANGIO","especie","agt_70r85mdgw","invasoras","minx=14.534005026 miny=-117.5 maxx=32.7173383595301 maxy=-86.7083333329999","00089333","2016","Martínez-Meyer et al."
"Agrostis gigantea",1.0000000000000000e+00,"Plantae","Tracheophyta","Equisetopsida","Poales","Poaceae","Agrostis","gigantea",,"61099ANGIO","especie","agi_presentgw","invasoras","minx=14.5340050259999 miny=-117.5 maxx=32.7173393079177 maxy=-86.708331727","00089333","2016","Martínez-Meyer et al."
"Agrostis gigantea",2.0000000000000000e+00,"Plantae","Tracheophyta","Equisetopsida","Poales","Poaceae","Agrostis","gigantea",,"61099ANGIO","especie","agi_50r45mdgw","invasoras","minx=14.534005026 miny=-117.5 maxx=32.7173383595301 maxy=-86.7083333329999","00089333","2016","Martínez-Meyer et al."
"Agrostis gigantea",3.0000000000000000e+00,"Plantae","Tracheophyta","Equisetopsida","Poales","Poaceae","Agrostis","gigantea",,"61099ANGIO","especie","agi_50r85mdgw","invasoras","minx=14.534005026 miny=-117.5 maxx=32.7173383595301 maxy=-86.7083333329999","00089333","2016","Martínez-Meyer et al."
"Agrostis gigantea",4.0000000000000000e+00,"Plantae","Tracheophyta","Equisetopsida","Poales","Poaceae","Agrostis","gigantea",,"61099ANGIO","especie","agi_70r45mdgw","invasoras","minx=14.534005026 miny=-117.5 maxx=32.7173383595301 maxy=-86.7083333329999","00089333","2016","Martínez-Meyer et al."
"Agrostis gigantea",5.0000000000000000e+00,"Plantae","Tracheophyta","Equisetopsida","Poales","Poaceae","Agrostis","gigantea",,"61099ANGIO","especie","agi_70r85mdgw","invasoras","minx=14.534005026 miny=-117.5 maxx=32.7173383595301 maxy=-86.7083333329999","00089333","2016","Martínez-Meyer et al."
"Agrostis stolonifera",1.0000000000000000e+00,"Plantae","Tracheophyta","Equisetopsida","Poales","Poaceae","Agrostis","stolonifera",,"42441ANGIO","especie","ast_presentgw","invasoras","minx=14.5340050259999 miny=-117.5 maxx=32.7173393079177 maxy=-86.708331727","00089333","2016","Martínez-Meyer et al."
"Agrostis stolonifera",2.0000000000000000e+00,"Plantae","Tracheophyta","Equisetopsida","Poales","Poaceae","Agrostis","stolonifera",,"42441ANGIO","especie","ast_50r45mdgw","invasoras","minx=14.534005026 miny=-117.5 maxx=32.7173383595301 maxy=-86.7083333329999","00089333","2016","Martínez-Meyer et al."
"Agrostis stolonifera",3.0000000000000000e+00,"Plantae","Tracheophyta","Equisetopsida","Poales","Poaceae","Agrostis","stolonifera",,"42441ANGIO","especie","ast_50r85mdgw","invasoras","minx=14.534005026 miny=-117.5 maxx=32.7173383595301 maxy=-86.7083333329999","00089333","2016","Martínez-Meyer et al."
"Agrostis stolonifera",4.0000000000000000e+00,"Plantae","Tracheophyta","Equisetopsida","Poales","Poaceae","Agrostis","stolonifera",,"42441ANGIO","especie","ast_70r45mdgw","invasoras","minx=14.534005026 miny=-117.5 maxx=32.7173383595301 maxy=-86.7083333329999","00089333","2016","Martínez-Meyer et al."
"Agrostis stolonifera",5.0000000000000000e+00,"Plantae","Tracheophyta","Equisetopsida","Poales","Poaceae","Agrostis","stolonifera",,"42441ANGIO","especie","ast_70r85mdgw","invasoras","minx=14.534005026 miny=-117.5 maxx=32.7173383595301 maxy=-86.7083333329999","00089333","2016","Martínez-Meyer et al."
"Aidophus notatus",1.0000000000000000e+00,"Animalia","Arthropoda","Insecta","Coleoptera","Scarabaeidae","Aidophus","notatus",,"46388COLEO","especie","ano032dpgw","dp_01g","minx=12.9833326339722 miny=-103.650001525879 maxx=23.2333335876465 maxy=-85.0499954223633","JM032","2019","Lobo et al."
"Aimophila aestivalis",1.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Passerellidae","Aimophila","aestivalis",,"5533AVES","especie","aimaes_invgw","poly_conabio_conabio_1p","minx=25.239586 miny=-97.919069 maxx=35.739586 maxy=-76.219069","AE023","2006","Peterson et al."
"Aimophila aestivalis",2.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Passerellidae","Aimophila","aestivalis",,"5533AVES","especie","aimaes_vergw","poly_conabio_conabio_1p","minx=26.539586 miny=-97.919069 maxx=38.539586 maxy=-75.619069","AE023","2006","Peterson et al."
"Aimophila botterii",1.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Passerellidae","Aimophila","botterii",,"14293AVES","especie","aimo_bottgw","poly_conabio_conabio_1p","minx=15.47136 miny=-111.953229 maxx=31.51136 maxy=-87.843229","CE015","2007","Navarro y Peterson"
"Aimophila carpalis",1.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Passerellidae","Aimophila","carpalis",,"14294AVES","especie","aimo_carpgw","poly_conabio_conabio_1p","minx=21.96136 miny=-112.623229 maxx=31.81136 maxy=-105.413229","CE015","2007","Navarro y Peterson"
"Aimophila cassinii",1.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Passerellidae","Aimophila","cassinii",,"14295AVES","especie","aimo_cass_wgw","poly_conabio_conabio_1p","minx=20.22136 miny=-114.913229 maxx=32.72136 maxy=-97.873229","CE015","2007","Navarro y Peterson"
"Aimophila cassinii",2.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Passerellidae","Aimophila","cassinii",,"14295AVES","especie","aimo_cass_sgw","poly_conabio_conabio_1p","minx=21.79136 miny=-114.913229 maxx=32.72136 maxy=-97.173229","CE015","2007","Navarro y Peterson"
"Aimophila cassinii",3.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Passerellidae","Aimophila","cassinii",,"14295AVES","especie","aimcas_vergw","poly_conabio_conabio_1p","minx=22.439586 miny=-111.719069 maxx=44.039586 maxy=-95.819069","AE023","2006","Peterson et al."
"Aimophila humeralis",1.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Passerellidae","Aimophila","humeralis",,"14296AVES","especie","aimo_humegw","poly_conabio_conabio_1p","minx=16.25136 miny=-104.613229 maxx=20.43136 maxy=-97.953229","CE015","2007","Navarro y Peterson"
"Aimophila mystacalis",1.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Passerellidae","Aimophila","mystacalis",,"14297AVES","especie","aimo_mystgw","poly_conabio_conabio_1p","minx=15.88136 miny=-98.813229 maxx=19.20136 maxy=-95.323229","CE015","2007","Navarro y Peterson"
"Aimophila notosticta",1.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Passerellidae","Aimophila","notosticta",,"13652AVES","especie","ano071dpgw","dp_01g","minx=16.5025844573975 miny=-98.1059112548828 maxx=19.0325870513916 maxy=-95.5759048461914","JM071","2018","Navarro-Sigüenza et al."
"Aimophila notosticta",2.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Passerellidae","Aimophila","notosticta",,"13652AVES","especie","aimo_notogw","poly_conabio_conabio_1p","minx=16.44136 miny=-98.043229 maxx=19.13136 maxy=-95.753229","CE015","2007","Navarro y Peterson"
"Aimophila quinquestriata",1.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Passerellidae","Aimophila","quinquestriata",,"14298AVES","especie","aimo_quingw","poly_conabio_conabio_1p","minx=20.24136 miny=-111.323229 maxx=31.38136 maxy=-102.543229","CE015","2007","Navarro y Peterson"
"Aimophila rufescens",1.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Passerellidae","Aimophila","rufescens",,"13653AVES","especie","airu071dpgw","dp_01g","minx=10.4661149978638 miny=-109.603805541992 maxx=29.9861164093018 maxy=-83.4237976074219","JM071","2018","Navarro-Sigüenza et al."
"Aimophila rufescens",2.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Passerellidae","Aimophila","rufescens",,"13653AVES","especie","aimo_rufegw","poly_conabio_conabio_1p","minx=15.10136 miny=-110.293229 maxx=31.29136 maxy=-90.383229","CE015","2007","Navarro y Peterson"
"Aimophila ruficauda",1.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Passerellidae","Aimophila","ruficauda",,"14299AVES","especie","aimo_ruficagw","poly_conabio_conabio_1p","minx=15.78136 miny=-105.673229 maxx=21.89136 maxy=-93.353229","CE015","2007","Navarro y Peterson"
"Aimophila ruficeps",1.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Passerellidae","Aimophila","ruficeps",,"13654AVES","especie","aruf071dpgw","dp_01g","minx=16.012622833252 miny=-123.799583435059 maxx=40.692626953125 maxy=-93.9995727539062","JM071","2018","Navarro-Sigüenza et al."
"Aimophila ruficeps",2.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Passerellidae","Aimophila","ruficeps",,"13654AVES","especie","aimo_ruficegw","poly_conabio_conabio_1p","minx=15.80136 miny=-117.123229 maxx=32.63136 maxy=-95.053229","CE015","2007","Navarro y Peterson"
"Aimophila ruficeps",3.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Passerellidae","Aimophila","ruficeps",,"13654AVES","especie","aim_rugw","aves_ce007","minx=16.439537 miny=-111.623212 maxx=31.499537 maxy=-96.783212","CE007","2006","Gómez de Silva"
"Aimophila sumichrasti",1.0000000000000000e+00,"Animalia","Chordata","Aves","Passeriformes","Passerellidae","Aimophila","sumichrasti",,"14300AVES","especie","aimo_sumigw","poly_conabio_conabio_1p","minx=16.00136 miny=-96.563229 maxx=16.93136 maxy=-93.783229","CE015","2007","Navarro y Peterson"
"Aix sponsa",1.0000000000000000e+00,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Aix","sponsa",,"13252AVES","especie","aix_spongw","poly_conabio_conabio_1p","minx=19.12136 miny=-110.843229 maxx=31.79136 maxy=-97.173229","CE015","2007","Navarro y Peterson"
"Alchornea latifolia",1.0000000000000000e+00,"Plantae","Tracheophyta","Equisetopsida","Malpighiales","Euphorbiaceae","Alchornea","latifolia",,"12567ANGIO","especie","dis_a_latigw","arbol_trop","minx=14.840845 miny=-105.680488 maxx=21.760525 maxy=-90.400085",,"2005","Pennington y Sarukhán"
"Alfaroa mexicana",1.0000000000000000e+00,"Plantae","Tracheophyta","Equisetopsida","Fagales","Juglandaceae","Alfaroa","mexicana",,"28527ANGIO","especie","ame013dpgw","dp_01g","minx=14.8591814041138 miny=-105.697738647461 maxx=24.3736248016357 maxy=-86.7382354736328","JM013","2015","Villaseñor et al."
"Algansea amecae",1.0000000000000000e+00,"Animalia","Chordata","Osteichthyes","Cypriniformes","Cyprinidae","Algansea","amecae",,"19189PECES","especie","aam017dpgw","dp_01v","minx=20.0655422210693 miny=-105.45686340332 maxx=23.4322090148926 maxy=-101.281860351562","JM017","2017","Domínguez-Domínguez y Ortega-Rodríguez"
"Algansea aphanea",1.0000000000000000e+00,"Animalia","Chordata","Osteichthyes","Cypriniformes","Cyprinidae","Algansea","aphanea",,"5863PECES","especie","aap017dpgw","dp_01v","minx=18.5988750457764 miny=-104.612503051758 maxx=20.4488773345947 maxy=-102.937492370605","JM017","2017","Domínguez-Domínguez y Ortega-Rodríguez"
"Algansea avia",1.0000000000000000e+00,"Animalia","Chordata","Osteichthyes","Cypriniformes","Cyprinidae","Algansea","avia",,"5864PECES","especie","aav017dpgw","dp_01v","minx=20.302038192749 miny=-105.496131896973 maxx=23.427038192749 maxy=-101.279457092285","JM017","2017","Domínguez-Domínguez y Ortega-Rodríguez"
"Algansea barbata",1.0000000000000000e+00,"Animalia","Chordata","Osteichthyes","Cypriniformes","Cyprinidae","Algansea","barbata",,"5865PECES","especie","aba017dpgw","dp_01v","minx=19.0703430175781 miny=-100.649696350098 maxx=20.2620105743408 maxy=-99.3080291748047","JM017","2017","Domínguez-Domínguez y Ortega-Rodríguez"
"Algansea lacustris",1.0000000000000000e+00,"Animalia","Chordata","Osteichthyes","Cypriniformes","Cyprinidae","Algansea","lacustris",,"5866PECES","especie","ala017dpgw","dp_01v","minx=19.4446430206299 miny=-101.885696411133 maxx=19.7279777526855 maxy=-101.452362060547","JM017","2017","Domínguez-Domínguez y Ortega-Rodríguez"
"Algansea monticola",1.0000000000000000e+00,"Animalia","Chordata","Osteichthyes","Cypriniformes","Cyprinidae","Algansea","monticola",,"5867PECES","especie","amo017dpgw","dp_01v","minx=20.302038192749 miny=-105.45686340332 maxx=23.427038192749 maxy=-101.281860351562","JM017","2017","Domínguez-Domínguez y Ortega-Rodríguez"
"Algansea popoche",1.0000000000000000e+00,"Animalia","Chordata","Osteichthyes","Cypriniformes","Cyprinidae","Algansea","popoche",,"5868PECES","especie","apo017dpgw","dp_01v","minx=19.562442779541 miny=-105.45686340332 maxx=23.4291095733643 maxy=-101.281860351562","JM017","2017","Domínguez-Domínguez y Ortega-Rodríguez"
